Sequence	Contig	Position	SexBias	P	Signif
2351988	CM014012.1	32117856	0	1	False
2352065	CM014032.1	661446	0.0882353	0.537379	False
2352334	CM014033.1	5983621	0	1	False
2352480	CM014038.1	15276417	-0.147059	0.187742	False
2352551	CM014019.1	18634769	0.0294118	1	False
2352599	CM014019.1	16172554	0	1	False
2352689	CM014028.1	23126132	0	1	False
2352692	CM014015.1	8368780	-0.352941	0.00341591	False
2352699	CM014021.1	9399022	0	1	False
2352984	CM014027.1	4563009	-0.0882353	0.627477	False
2353292	CM014023.1	21213987	-0.0588235	0.606282	False
2353306	CM014020.1	22483319	0	1	False
2353433	CM014019.1	10604000	0.117647	0.368261	False
2353535	CM014013.1	10368034	0	1	False
2353611	CM014012.1	20160412	0	1	False
2353805	CM014019.1	3134923	0	1	False
2353845	CM014022.1	20650969	-0.205882	0.0642639	False
2353870	CM014025.1	12425142	-0.0588235	0.668982	False
2354034	CM014034.1	6538062	-0.0882353	0.623849	False
2354055	CM014034.1	8062442	0	1	False
2354116	PKUT01000427.1	89529	0	1	False
2354148	CM014015.1	14939723	0	1	False
2354191	CM014030.1	20728281	-0.0882353	0.614954	False
2354198	CM014014.1	32951498	0	1	False
2354311	CM014033.1	1364249	0	1	False
2354340	CM014039.1	50673	0	1	False
2354419	CM014025.1	16090279	0.0588235	0.805371	False
2354646	CM014039.1	8307551	-0.0588235	0.790127	False
2354704	CM014020.1	14248044	0	1	False
2354718	CM014021.1	16355304	0	1	False
2354772	CM014037.1	10754620	0	1	False
2354853	CM014014.1	6757539	0	1	False
2354869	CM014020.1	20549321	0.0588235	0.750406	False
2354883	CM014014.1	32774691	0	1	False
2354904	CM014032.1	11478125	-0.147059	0.187742	False
2354952	CM014025.1	3476754	0	1	False
2355062	CM014019.1	12330836	0.588235	4.26437e-07	True
2355065	CM014012.1	5243106	0	1	False
2355089	CM014037.1	6919478	0	1	False
2355211	CM014018.1	27806686	-0.0588235	0.808039	False
2355329	PKUT01001032.1	438893	0	1	False
2355520	CM014019.1	4200269	0	1	False
2355571	CM014017.1	8388510	-0.0882353	0.352763	False
2355574	CM014020.1	22483249	0	1	False
2355600	PKUT01002165.1	74687	0.0294118	1	False
2355680	CM014018.1	22020133	0.176471	0.217944	False
2355779	CM014017.1	13433751	-0.0294118	1	False
2355954	CM014029.1	15360941	-0.0882353	0.626279	False
2356022	PKUT01002526.1	1979	-0.117647	0.339925	False
2356023	CM014034.1	19132686	-0.235294	0.0695974	False
2356098	PKUT01000453.1	211348	0	1	False
2356375	CM014020.1	6965932	0	1	False
2356395	CM014017.1	3418179	0	1	False
2356507	CM014013.1	32687844	-0.0294118	1	False
2356674	CM014014.1	10850764	0	1	False
2356797	CM014018.1	31605051	0.0294117	1	False
2356812	CM014017.1	5537766	-0.0294118	1	False
2356884	CM014019.1	21155699	-0.117647	0.368261	False
2356890	CM014021.1	12400574	0.0588236	0.808365	False
2357009	CM014013.1	23669333	-0.0588235	0.795467	False
2357029	CM014024.1	25518803	0	1	False
2357039	CM014023.1	9354884	0.0882353	0.537379	False
2357048	CM014016.1	2617947	0	1	False
2357078	CM014020.1	15337933	0	1	False
2357134	CM014037.1	1993261	0	1	False
2357191	CM014018.1	24616342	0	1	False
2357198	CM014026.1	12929145	0	1	False
2357274	CM014024.1	1867702	0.0294118	1	False
2357344	CM014023.1	5424074	0	1	False
2357456	CM014019.1	25979810	0.0294117	1	False
2357481	CM014026.1	769835	-0.0882353	0.626279	False
2357658	CM014030.1	18280678	0	1	False
2357771	CM014034.1	4941947	0	1	False
2357844	PKUT01002213.1	58043	0.0882353	0.614954	False
2357901	CM014026.1	12743531	-0.294118	0.024712	False
2357991	CM014026.1	1231379	0	1	False
2358002	CM014013.1	20892125	-0.0294118	1	False
2358013	PKUT01002401.1	22420	0	1	False
2358103	PKUT01000355.1	680306	0	1	False
2358156	CM014017.1	21904886	-0.0882353	0.623849	False
2358225	CM014030.1	9667545	0	1	False
2358226	PKUT01000831.1	7618	0.205882	0.131288	False
2358266	CM014019.1	26608784	-0.0882353	0.626279	False
2358284	CM014020.1	11010388	-0.205882	0.131288	False
2358435	CM014024.1	13394243	-0.0588235	0.795467	False
2358457	CM014013.1	16534002	0	1	False
2358533	CM014033.1	19783572	-0.0882353	0.424798	False
2358540	CM014014.1	11522642	-0.176471	0.217944	False
2358733	CM014024.1	8470839	0.117647	0.436774	False
2358739	CM014014.1	7184107	0	1	False
2358810	CM014028.1	7818165	0	1	False
2358956	CM014027.1	23388790	-0.0882353	0.510124	False
2358994	CM014013.1	9808255	0	1	False
2359014	CM014015.1	5299254	0	1	False
2359018	PKUT01002513.1	43720	0	1	False
2359124	CM014015.1	36906768	0.0588235	0.750406	False
2359180	CM014026.1	1582170	0.117647	0.466082	False
2359523	CM014039.1	2445088	0.0294118	1	False
2359624	CM014035.1	11030163	0	1	False
2359649	CM014032.1	1706651	-0.235294	0.0624598	False
2359668	CM014034.1	12871732	-0.0294118	1	False
2359802	CM014015.1	4555938	0	1	False
2359821	CM014018.1	24430317	0.0882353	0.558598	False
2359892	CM014024.1	15660826	0	1	False
2359987	CM014026.1	22993364	0	1	False
2359997	CM014034.1	16335379	0	1	False
2360062	PKUT01000992.1	139333	0.0882353	0.626279	False
2360112	CM014024.1	8990167	0	1	False
2360123	PKUT01000804.1	31135	0	1	False
2360134	CM014012.1	30594315	-0.0882353	0.352763	False
2360175	CM014039.1	2537909	0	1	False
2360378	CM014022.1	23139405	0	1	False
2360475	CM014034.1	6153224	0	1	False
2360494	CM014017.1	32972733	0	1	False
2360651	CM014026.1	4763451	0	1	False
2360817	CM014028.1	23099537	0	1	False
2360866	CM014016.1	5054981	-0.0294117	1	False
2360919	CM014014.1	26101000	0.0588235	0.790127	False
2360941	CM014016.1	8453359	0	1	False
2361025	PKUT01002464.1	7905	-0.0294117	1	False
2361078	CM014019.1	8913255	0	1	False
2361110	CM014023.1	12853138	0	1	False
2361325	CM014025.1	13699442	0	1	False
2361417	CM014015.1	10889946	-0.117647	0.454083	False
2361495	CM014035.1	8825147	0	1	False
2361548	CM014015.1	2584246	0	1	False
2361596	CM014023.1	15914722	-0.0588235	0.790127	False
2361631	CM014017.1	8466255	0	1	False
2361736	CM014022.1	19589839	-0.0294117	1	False
2361834	CM014033.1	6319109	0.0294118	1	False
2361864	CM014031.1	11047127	0	1	False
2362008	CM014021.1	24141812	0.117647	0.122065	False
2362111	CM014039.1	18678429	-0.0882353	0.575403	False
2362147	CM014026.1	8265654	-0.0294118	1	False
2362166	CM014021.1	29370852	0.147059	0.330086	False
2362191	CM014016.1	29180136	-0.176471	0.152881	False
2362241	CM014028.1	17406296	0	1	False
2362262	CM014035.1	15964515	0	1	False
2362354	CM014032.1	4152667	-0.117647	0.391081	False
2362403	CM014023.1	18422254	0	1	False
2362434	CM014021.1	3171987	-0.0882353	0.47417	False
2362475	CM014019.1	17452502	-0.0294118	1	False
2362496	CM014020.1	19723876	-0.264706	0.0357431	False
2362537	CM014024.1	18562029	0	1	False
2362604	CM014032.1	4451909	0	1	False
2362624	CM014012.1	13965946	0	1	False
2362651	CM014024.1	4307903	0	1	False
2362717	CM014026.1	752257	-0.0588235	0.807051	False
2362916	CM014033.1	19656013	0.0882353	0.537379	False
2362933	CM014033.1	504616	0	1	False
2362971	CM014024.1	26085931	0.0294117	1	False
2363113	CM014029.1	6089470	-0.0294117	1	False
2363191	CM014038.1	15255047	-0.323529	0.0142059	False
2363332	CM014018.1	11657269	0	1	False
2363399	CM014023.1	18603770	0	1	False
2363420	CM014035.1	2757055	-0.0882353	0.608202	False
2363660	PKUT01002504.1	28905	-0.0588235	0.732046	False
2363675	CM014012.1	13803217	-0.0882353	0.58884	False
2363923	CM014019.1	11257992	0	1	False
2364057	CM014013.1	9175444	0	1	False
2364060	PKUT01000629.1	111309	-0.0588235	0.795467	False
2364116	CM014037.1	8434465	0.176471	0.111717	False
2364221	CM014013.1	19896932	0	1	False
2364280	CM014026.1	5997264	0.0882353	0.575403	False
2364299	CM014015.1	10496180	-0.0588235	0.472917	False
2364302	CM014019.1	2961776	0.117647	0.446491	False
2364442	CM014023.1	13341306	-0.0588235	0.774965	False
2364514	PKUT01002202.1	54481	0	1	False
2364593	CM014038.1	4862721	-0.264706	0.0498077	False
2364707	CM014031.1	1978566	0.0882353	0.47417	False
2364718	CM014013.1	37657800	0	1	False
2364933	CM014032.1	6236500	0	1	False
2364962	CM014029.1	21455879	0.0588235	0.750406	False
2365045	CM014021.1	12149304	-0.117647	0.304319	False
2365082	CM014027.1	4043690	0.0294117	1	False
2365198	CM014012.1	2372964	0	1	False
2365230	CM014016.1	3150709	0.147059	0.331766	False
2365311	CM014016.1	12783432	0.0294117	1	False
2365350	CM014018.1	2396020	0.147059	0.293755	False
2365389	CM014024.1	11960572	-0.0588235	0.472917	False
2365450	CM014021.1	15208433	0.147059	0.331766	False
2365567	CM014027.1	9405921	0	1	False
2365739	CM014023.1	23893119	-0.0294118	1	False
2365766	CM014020.1	14149489	-0.0882353	0.626279	False
2365869	PKUT01000665.1	13817	-0.205882	0.131288	False
2365894	CM014014.1	37150375	0	1	False
2365917	CM014024.1	9052632	0	1	False
2366118	CM014015.1	8324322	0	1	False
2366122	CM014017.1	26805822	-0.0882353	0.614954	False
2366126	CM014026.1	20171843	0	1	False
2366130	CM014031.1	19745099	0.147059	0.3215	False
2366133	CM014039.1	2050718	0	1	False
2366158	PKUT01001032.1	440018	-0.0294118	1	False
2366208	CM014033.1	18795386	-0.147059	0.262618	False
2366372	CM014026.1	12277540	-0.147059	0.331766	False
2366408	CM014023.1	7008172	0	1	False
2366427	CM014024.1	18252864	-0.176471	0.222026	False
2366430	CM014016.1	1900915	0.0294118	1	False
2366512	CM014036.1	9222598	0.0294118	1	False
2366584	CM014023.1	6153225	0.0588235	0.795467	False
2366600	CM014038.1	16190005	-0.0294118	1	False
2366633	CM014018.1	13887526	0	1	False
2366642	CM014028.1	3124201	0.205882	0.104899	False
2366657	CM014014.1	16266532	0	1	False
2366680	CM014012.1	22118769	0.0588235	0.70663	False
2366730	PKUT01001044.1	55606	-0.0294118	1	False
2366916	CM014015.1	32716950	0.0294118	1	False
2366954	CM014038.1	9900476	0	1	False
2367045	CM014037.1	6764460	-0.0882353	0.627477	False
2367134	CM014037.1	9348734	0.117647	0.258831	False
2367163	CM014014.1	35275180	0	1	False
2367303	CM014035.1	9567991	-0.117647	0.446491	False
2367304	CM014037.1	11036062	0	1	False
2367389	CM014013.1	28072323	0	1	False
2367393	CM014012.1	17924050	0	1	False
2367416	CM014029.1	11980535	0	1	False
2367420	CM014025.1	12101345	0.0294118	1	False
2367445	PKUT01000592.1	14224	-0.0882353	0.614954	False
2367668	CM014021.1	6278872	0	1	False
2367727	CM014024.1	16533349	0	1	False
2367732	CM014013.1	29810337	0.294118	0.0100829	False
2367789	CM014024.1	8172528	0	1	False
2367791	CM014039.1	733950	0.117647	0.199619	False
2368004	CM014025.1	2837903	0	1	False
2368112	CM014013.1	15737183	0.0588235	0.774965	False
2368227	CM014016.1	26950792	0.147059	0.187742	False
2368253	CM014024.1	4007767	0.147059	0.3215	False
2368278	PKUT01000260.1	125780	-0.0588235	0.606282	False
2368436	CM014026.1	14862079	0	1	False
2368659	CM014016.1	28896183	0	1	False
2368693	CM014026.1	19773942	0	1	False
2368743	CM014015.1	9512223	-0.411765	0.0015862	False
2368944	CM014023.1	21040433	0.0294117	1	False
2369133	CM014022.1	21588805	0	1	False
2369300	CM014016.1	25812684	0	1	False
2369495	CM014013.1	20389006	0.0588235	0.774965	False
2369578	CM014027.1	24474861	-0.0588235	0.774965	False
2369606	CM014020.1	11302571	0	1	False
2369737	CM014028.1	9554782	0	1	False
2370027	CM014031.1	2461574	0	1	False
2370194	CM014012.1	1468216	-0.0588235	0.472917	False
2370263	CM014039.1	7823181	1	1.22125e-15	True
2370306	CM014015.1	38309461	0	1	False
2370319	PKUT01001032.1	860444	0.264706	0.044214	False
2370352	CM014031.1	15556154	0	1	False
2370383	CM014038.1	15255047	0.0588235	0.808039	False
2370426	CM014017.1	27054528	0	1	False
2370459	CM014032.1	13528694	-0.0882353	0.575403	False
2370543	CM014022.1	7313034	-0.147059	0.3215	False
2370566	CM014018.1	4162087	0	1	False
2370578	PKUT01001039.1	205343	0	1	False
2370685	CM014034.1	8255142	-0.294118	0.027943	False
2370689	CM014017.1	7291901	0	1	False
2370697	CM014033.1	19802626	0	1	False
2370699	CM014037.1	9568669	0	1	False
2370714	CM014035.1	9964114	0.0882353	0.352763	False
2370770	CM014022.1	18995076	0.0294118	1	False
2370783	CM014018.1	8585406	-0.0294118	1	False
2370827	CM014017.1	30542081	0	1	False
2370936	PKUT01000103.1	696079	-0.0588235	0.795467	False
2370948	CM014019.1	14867165	0	1	False
2370986	CM014038.1	1727718	-0.205882	0.104899	False
2370989	PKUT01000121.1	84103	0	1	False
2371340	CM014018.1	16868036	-0.0294117	1	False
2371349	CM014031.1	5451768	0	1	False
2371431	CM014014.1	18687108	0.0588235	0.790127	False
2371436	CM014029.1	5605103	0	1	False
2371703	CM014027.1	12551311	0	1	False
2371728	CM014016.1	9186959	0	1	False
2371924	CM014013.1	20402146	0.0588235	0.774965	False
2372018	CM014024.1	18957380	0	1	False
2372089	CM014013.1	8973239	0	1	False
2372114	CM014027.1	17070525	0	1	False
2372129	CM014035.1	995241	-0.0294118	1	False
2372166	CM014018.1	26282327	0	1	False
2372196	CM014019.1	9197420	-0.0588235	0.606282	False
2372341	CM014026.1	5333230	-0.0588235	0.802942	False
2372498	CM014016.1	19203710	0.0588235	0.807051	False
2372545	CM014021.1	29220469	0	1	False
2372563	CM014035.1	14429572	0.0882353	0.510124	False
2372797	CM014025.1	17929275	0	1	False
2372843	CM014034.1	13964298	0.117647	0.409587	False
2372850	CM014030.1	17440568	-0.0294118	1	False
2372905	CM014018.1	21540601	0.0882353	0.510124	False
2372986	CM014039.1	15367423	0	1	False
2373199	CM014014.1	34252585	-0.0882353	0.620113	False
2373309	CM014017.1	27432960	0	1	False
2373569	CM014034.1	3820286	0	1	False
2373672	CM014026.1	15952783	0	1	False
2373687	CM014039.1	4063427	0	1	False
2373690	CM014020.1	26177692	0	1	False
2373713	CM014025.1	705213	0.117647	0.459781	False
2373755	CM014021.1	6103050	0	1	False
2373813	CM014023.1	17331169	0	1	False
2373859	CM014013.1	15219747	0	1	False
2373995	CM014021.1	5076954	-0.235294	0.0890004	False
2374039	CM014018.1	10059962	0	1	False
2374063	CM014025.1	1192122	0.0588235	0.790127	False
2374094	CM014019.1	14962654	0	1	False
2374493	CM014013.1	39103480	0.0882353	0.627477	False
2374524	CM014030.1	16683253	-0.117647	0.424618	False
2374548	CM014024.1	8237921	-0.0294118	1	False
2374708	CM014017.1	3993133	-0.147059	0.293755	False
2374775	CM014023.1	18501231	-0.117647	0.459781	False
2374786	CM014035.1	12122799	-0.117647	0.459781	False
2374822	CM014014.1	25265396	0	1	False
2374892	CM014036.1	9274487	0	1	False
2374914	CM014013.1	38965226	0	1	False
2374969	CM014039.1	3106086	0	1	False
2375167	CM014018.1	27927039	0	1	False
2375227	CM014035.1	12651541	0.0588235	0.764244	False
2375231	CM014016.1	15599177	0	1	False
2375261	CM014019.1	19907401	0	1	False
2375512	CM014029.1	12688072	0	1	False
2375639	CM014013.1	23390899	0	1	False
2375749	CM014019.1	1951189	0	1	False
2375949	CM014019.1	26698604	0	1	False
2375959	CM014033.1	11572606	0.235294	0.0624598	False
2375985	CM014025.1	4588343	-0.117647	0.454083	False
2376091	CM014013.1	17034857	0	1	False
2376103	CM014019.1	8834353	0	1	False
2376104	CM014035.1	6348396	-0.117647	0.446491	False
2376131	CM014036.1	12793881	-0.0588235	0.799681	False
2376270	CM014026.1	22863501	0	1	False
2376318	CM014012.1	18734945	0.0588235	0.802942	False
2376331	PKUT01000279.1	100053	-0.0294118	1	False
2376414	CM014029.1	19212831	0	1	False
2376417	CM014022.1	429957	0.117647	0.199619	False
2376423	CM014023.1	21040433	0.0882353	0.623849	False
2376474	CM014035.1	3317517	0	1	False
2376599	CM014021.1	22644573	0	1	False
2376633	CM014020.1	22842561	0.0294118	1	False
2376637	CM014026.1	19018754	0	1	False
2376644	CM014036.1	18866431	0	1	False
2376882	CM014020.1	4913204	0	1	False
2376884	CM014028.1	15740648	-0.0294117	1	False
2376970	CM014031.1	16013511	0.0294118	1	False
2377011	CM014014.1	36259616	-0.0294117	1	False
2377036	CM014033.1	330127	0	1	False
2377104	CM014015.1	24554635	-0.0294118	1	False
2377235	CM014025.1	19785232	0	1	False
2377249	CM014026.1	6419946	0	1	False
2377326	CM014019.1	20649564	0	1	False
2377360	CM014014.1	25441157	0	1	False
2377428	CM014018.1	8083890	-0.0294118	1	False
2377531	CM014015.1	11111684	-0.0294118	1	False
2377582	CM014038.1	12621367	-0.0588235	0.805371	False
2377594	CM014023.1	24329952	0	1	False
2377626	CM014031.1	534037	0.0294118	1	False
2377651	CM014013.1	27595441	0.0294117	1	False
2377690	CM014026.1	15200802	-0.0882353	0.627477	False
2377724	CM014023.1	16022024	0	1	False
2377779	CM014036.1	14135632	-0.0882353	0.626279	False
2377911	PKUT01000852.1	395699	0	1	False
2377939	CM014019.1	7342640	-0.0588235	0.606282	False
2378062	CM014027.1	29968300	0	1	False
2378083	CM014021.1	5461910	0	1	False
2378115	CM014029.1	14296807	0.117647	0.466854	False
2378473	CM014022.1	8016534	0.117647	0.409587	False
2378791	CM014022.1	12522619	0	1	False
2378908	CM014036.1	10917972	0.176471	0.0598453	False
2378925	CM014037.1	6176247	0	1	False
2379014	CM014038.1	15986128	-0.0588235	0.732046	False
2379092	CM014028.1	24024807	-0.323529	0.0142059	False
2379146	CM014033.1	6629442	0	1	False
2379183	CM014028.1	14374174	0	1	False
2379344	CM014020.1	9035692	0	1	False
2379491	CM014019.1	12150634	0	1	False
2379501	PKUT01001000.1	220887	0	1	False
2379722	CM014035.1	16290609	0.0294118	1	False
2379833	CM014014.1	27955158	0	1	False
2380007	CM014031.1	4895985	0	1	False
2380127	CM014027.1	7403123	-0.0882353	0.352763	False
2380153	CM014014.1	33942260	0	1	False
2380154	CM014017.1	16927960	0	1	False
2380519	CM014014.1	36824876	0	1	False
2380604	CM014012.1	22974734	0	1	False
2380641	PKUT01002135.1	100243	-0.294118	0.0100829	False
2380771	CM014033.1	714012	0.0882353	0.58884	False
2380903	CM014016.1	28931789	-0.0588235	0.805371	False
2380929	CM014018.1	10000367	-0.235294	0.0873358	False
2380957	CM014025.1	10579227	-0.0882353	0.623849	False
2381066	CM014014.1	26445861	0	1	False
2381071	CM014019.1	2073939	0	1	False
2381099	CM014036.1	10666010	0	1	False
2381178	CM014028.1	21628338	0	1	False
2381184	CM014026.1	4853399	0.0588235	0.472917	False
2381464	CM014020.1	19761544	-0.0294118	1	False
2381469	CM014038.1	9247134	-0.0294118	1	False
2381564	CM014017.1	3483043	-0.147059	0.305229	False
2381699	CM014014.1	25057031	0	1	False
2381710	CM014021.1	3123502	0	1	False
2381718	PKUT01000442.1	2803	0	1	False
2381757	CM014033.1	20273953	-0.0588235	0.764244	False
2381776	CM014030.1	24749014	0	1	False
2381802	CM014028.1	13844249	-0.117647	0.258831	False
2382036	PKUT01000355.1	704085	0	1	False
2382073	CM014036.1	14859933	0	1	False
2382187	CM014021.1	22548425	0.0588235	0.802942	False
2382293	CM014035.1	9774875	-0.0588235	0.750406	False
2382313	CM014020.1	15524767	0	1	False
2382332	CM014038.1	14171203	0.0588235	0.799681	False
2382340	CM014026.1	978490	0	1	False
2382634	PKUT01001032.1	1083332	0.0294118	1	False
2382672	CM014015.1	12881341	0	1	False
2382674	CM014024.1	4029509	0.205882	0.124067	False
2382869	CM014013.1	15182221	0	1	False
2382924	CM014034.1	18993384	0	1	False
2382952	CM014014.1	21157103	0	1	False
2383036	CM014036.1	1930393	0	1	False
2383331	CM014018.1	10000367	-0.0588235	0.805371	False
2383416	CM014025.1	22120829	0.0882353	0.614954	False
2383486	CM014013.1	27031416	-0.0588235	0.472917	False
2383537	CM014039.1	18621615	0	1	False
2383562	CM014028.1	21778543	-0.117647	0.199619	False
2383805	CM014017.1	18198317	0	1	False
2384128	CM014033.1	13077732	0	1	False
2384229	CM014025.1	2895231	-0.0294118	1	False
2384271	CM014029.1	7722504	0.147059	0.110433	False
2384280	CM014031.1	16591194	0	1	False
2384287	CM014040.1	6686797	0	1	False
2384369	CM014027.1	13331022	0	1	False
2384432	CM014030.1	2537549	-0.235294	0.0890004	False
2384493	CM014034.1	16986340	0.147059	0.262618	False
2384599	CM014032.1	12846571	0.147059	0.279682	False
2384656	CM014025.1	1943194	0.0588235	0.783413	False
2384754	CM014028.1	18998777	0	1	False
2384755	CM014015.1	35310533	0	1	False
2384757	CM014033.1	10013832	-0.0882353	0.626279	False
2384769	CM014030.1	12959754	0	1	False
2384781	CM014012.1	15615400	0.0294118	1	False
2384839	PKUT01000148.1	76299	-0.0588235	0.807051	False
2385022	CM014034.1	19132687	0.147059	0.314402	False
2385031	CM014031.1	12307937	0	1	False
2385060	CM014038.1	10000239	0.558824	1.14656e-06	True
2385069	CM014020.1	1108347	-0.147059	0.293755	False
2385097	CM014014.1	4122412	0	1	False
2385103	PKUT01001914.1	6477	0.0294118	1	False
2385109	CM014017.1	24188407	-0.0882353	0.424798	False
2385335	CM014028.1	4218952	-0.235294	0.0756806	False
2385386	CM014012.1	22259052	0	1	False
2385806	CM014033.1	10589685	0	1	False
2385810	CM014030.1	16723204	0	1	False
2386030	CM014038.1	4493248	-0.176471	0.133729	False
2386183	CM014028.1	12987845	-0.0882353	0.537379	False
2386190	CM014040.1	13308843	0	1	False
2386233	CM014014.1	1056410	-0.0588235	0.732046	False
2386237	CM014033.1	13690219	0.0294118	1	False
2386317	CM014013.1	38979243	0	1	False
2386328	CM014014.1	15343731	0	1	False
2386367	CM014021.1	18745410	-0.0882353	0.623849	False
2386387	CM014027.1	9120017	0	1	False
2386524	CM014036.1	9523804	0	1	False
2386565	CM014016.1	7365801	-0.0588235	0.606282	False
2386676	PKUT01000365.1	55349	-0.0294117	1	False
2387241	PKUT01002456.1	16465	0.0588235	0.764244	False
2387306	CM014015.1	6325455	0	1	False
2387361	CM014036.1	18897594	0	1	False
2387384	CM014038.1	13395418	0	1	False
2387393	CM014031.1	505937	0	1	False
2387533	CM014025.1	27922524	-0.0588235	0.70663	False
2387638	CM014017.1	13433751	0.147059	0.242061	False
2387715	CM014026.1	20040767	0	1	False
2387753	CM014023.1	15174575	0	1	False
2387807	CM014015.1	7646546	0	1	False
2387839	CM014028.1	10899880	0	1	False
2387870	CM014033.1	12029364	-0.0294118	1	False
2387980	CM014028.1	21352846	-0.0588235	0.764244	False
2388134	CM014015.1	24805511	-0.0588235	0.795467	False
2388239	CM014033.1	12587307	-0.0294118	1	False
2388275	PKUT01002412.1	60183	-0.0882353	0.58884	False
2388354	CM014028.1	23539280	0	1	False
2388579	CM014017.1	10456952	0	1	False
2388617	CM014031.1	15269482	-0.0588235	0.668982	False
2388691	CM014033.1	19802626	0	1	False
2388692	CM014033.1	10136094	0	1	False
2388715	PKUT01001069.1	178263	0	1	False
2388769	CM014024.1	11960482	0	1	False
2388779	CM014018.1	18176314	0.0588235	0.764244	False
2388783	CM014018.1	16779298	0	1	False
2388793	CM014033.1	12739739	0	1	False
2388840	CM014014.1	30472699	0	1	False
2388965	CM014027.1	20895898	0	1	False
2388970	CM014018.1	12636371	0	1	False
2388993	CM014030.1	11227231	-0.205882	0.145436	False
2389018	CM014024.1	12013009	-0.0294117	1	False
2389102	CM014017.1	11806186	0.0294118	1	False
2389190	PKUT01000794.1	125019	-0.117647	0.122065	False
2389236	CM014021.1	10102421	0	1	False
2389251	CM014019.1	26971996	0	1	False
2389345	CM014034.1	19050998	-0.117647	0.424618	False
2389395	CM014034.1	6136429	-0.205882	0.14404	False
2389443	CM014024.1	10754316	0	1	False
2389541	CM014013.1	23698489	0	1	False
2389622	CM014026.1	22704689	-0.147059	0.314402	False
2389640	CM014026.1	4763541	-0.0588235	0.774965	False
2389711	CM014028.1	25396386	-0.117647	0.391081	False
2389723	CM014033.1	19656013	0.0882353	0.537379	False
2390087	PKUT01001044.1	25876	0.0882353	0.608202	False
2390115	PKUT01000886.1	24654	-0.0882353	0.623849	False
2390117	CM014025.1	26853012	-0.0294117	1	False
2390189	PKUT01002398.1	16116	0	1	False
2390194	CM014030.1	16683106	-0.117647	0.424618	False
2390198	CM014012.1	11178184	0	1	False
2390381	CM014019.1	10391718	0.0294118	1	False
2390541	CM014018.1	5883804	0.0588235	0.668982	False
2390594	CM014037.1	18509677	-0.0588235	0.799681	False
2390653	CM014035.1	17851773	0.147059	0.326688	False
2390762	CM014013.1	22617490	0	1	False
2390773	CM014012.1	8458163	0	1	False
2390853	CM014025.1	8175414	-0.0588235	0.472917	False
2390862	CM014020.1	11430787	-0.147059	0.305229	False
2390916	CM014016.1	12821293	-0.176471	0.217944	False
2391053	CM014019.1	18356845	0	1	False
2391139	CM014012.1	11851525	-0.0882353	0.627477	False
2391187	CM014012.1	10799390	0	1	False
2391398	CM014016.1	26231389	0	1	False
2391476	CM014038.1	1625874	-0.0882353	0.599611	False
2391526	CM014014.1	33795533	0.0882353	0.537379	False
2391660	CM014015.1	29071565	0	1	False
2391742	CM014013.1	7600488	-0.0294117	1	False
2391811	CM014037.1	5288447	0	1	False
2391842	CM014015.1	38007947	0	1	False
2391915	CM014012.1	18937728	0.0588235	0.802942	False
2391926	CM014014.1	36088170	0	1	False
2391938	CM014024.1	5770074	-0.0294118	1	False
2392035	CM014016.1	17258895	0	1	False
2392111	CM014019.1	24430116	-0.176471	0.224449	False
2392221	PKUT01003100.1	27980	-0.0294118	1	False
2392308	CM014030.1	16683253	0.0294118	1	False
2392318	CM014012.1	9963677	0.0294118	1	False
2392424	CM014039.1	8307598	0	1	False
2392435	CM014028.1	9509618	0.0294118	1	False
2392746	CM014018.1	24570927	0.0882353	0.620113	False
2392752	CM014027.1	2659254	0	1	False
2392825	CM014031.1	20795036	0	1	False
2393040	CM014033.1	19673512	0.0588235	0.750406	False
2393062	CM014023.1	11365305	0	1	False
2393094	CM014022.1	23025712	0	1	False
2393131	CM014037.1	18560147	0.0294117	1	False
2393151	CM014030.1	25916569	0	1	False
2393257	CM014034.1	13771621	-0.0294118	1	False
2393316	CM014033.1	6629352	0	1	False
2393438	CM014025.1	16650731	-0.117647	0.466082	False
2393500	CM014015.1	6830268	-0.0588235	0.805371	False
2393514	CM014016.1	23903098	0.0588235	0.70663	False
2393552	CM014012.1	16626420	-0.117647	0.391081	False
2393646	CM014021.1	6570971	0	1	False
2393724	CM014017.1	28783446	-0.0882353	0.424798	False
2393733	PKUT01000690.1	696864	0.0882353	0.620113	False
2393776	CM014035.1	5680571	-0.117647	0.368261	False
2393944	CM014023.1	15744169	-0.0882353	0.558598	False
2394025	CM014029.1	12852245	-0.117647	0.436774	False
2394089	CM014018.1	15528570	0	1	False
2394260	CM014023.1	9494518	0	1	False
2394303	CM014033.1	9271013	0	1	False
2394377	CM014016.1	22005696	0	1	False
2394447	CM014027.1	6170258	0.0294118	1	False
2394477	CM014023.1	6153136	0.0588235	0.795467	False
2394497	CM014035.1	10499372	0	1	False
2394541	CM014014.1	1057237	0.0882353	0.575403	False
2394584	CM014014.1	25986141	-0.0294117	1	False
2394707	CM014020.1	7496699	0	1	False
2394809	CM014035.1	18445195	0	1	False
2394921	CM014026.1	8701292	-0.147059	0.326688	False
2394983	CM014030.1	20620330	-0.0588235	0.764244	False
2395046	CM014026.1	14833341	0	1	False
2395206	CM014034.1	6060889	0	1	False
2395492	CM014035.1	12064562	-0.0294118	1	False
